bus_id,bus_name,date,is_weekend,source,dest,operator,bus_type,capacity,seats_available,departure_time,arrival_time,duration_hours,distance_km,price,rating,is_night_service,is_direct,ai_generated
15087,ELE-15087,2026-02-21,True,Delhi,Agra,PEPSU,Electric Bus,40,26,17:30:00,23:36:00,6.1,306,400,4.0,False,True,False
15088,ELE-15088,2026-02-21,True,Delhi,Agra,ASTC,Electric Bus,40,16,18:00:00,07:48:00,13.8,688,900,4.1,False,True,False
15089,AC -15089,2026-02-21,True,Delhi,Agra,ASTC,AC Semi-Sleeper,40,8,02:00:00,08:24:00,6.4,321,400,4.0,True,True,False
15090,AC -15090,2026-02-21,True,Delhi,Agra,BMTC,AC Sleeper,35,23,03:00:00,07:18:00,4.3,217,300,4.2,True,True,False
15091,ELE-15091,2026-02-21,True,Delhi,Agra,TSRTC,Electric Bus,40,35,23:00:00,04:18:00,5.3,265,350,3.9,True,True,False
15092,VOL-15092,2026-02-21,True,Delhi,Chandigarh,Orange Travels,Volvo AC,40,19,05:00:00,19:30:00,14.5,724,1250,4.4,True,True,False
15093,MUL-15093,2026-02-21,True,Delhi,Chandigarh,PRTC,Multi-Axle Volvo,43,25,06:30:00,12:48:00,6.3,316,650,4.3,False,True,False
15094,ELE-15094,2026-02-21,True,Delhi,Chandigarh,Orange Travels,Electric Bus,40,34,09:30:00,19:12:00,9.7,487,600,4.2,False,True,False
15095,AC -15095,2026-02-21,True,Delhi,Chandigarh,UPSRTC,AC Sleeper,35,5,13:00:00,16:36:00,3.6,178,250,4.0,False,True,False
15096,AC -15096,2026-02-21,True,Delhi,Chandigarh,SRS Travels,AC Seater,45,7,12:00:00,22:36:00,10.6,528,550,4.3,False,True,False
15097,AC -15097,2026-02-21,True,Delhi,Chandigarh,Neeta Travels,AC Semi-Sleeper,40,34,18:00:00,07:12:00,13.2,659,800,4.2,False,True,False
15098,AC -15098,2026-02-21,True,Delhi,Chandigarh,GSRTC,AC Sleeper,35,21,19:00:00,03:06:00,8.1,406,600,4.1,False,True,False
15099,NON-15099,2026-02-21,True,Delhi,Chandigarh,DTC,Non-AC Sleeper,40,8,00:00:00,12:36:00,12.6,631,600,4.0,True,True,False
15100,VOL-15100,2026-02-21,True,Delhi,Chandigarh,TNSTC,Volvo AC,40,9,03:00:00,13:48:00,10.8,539,950,4.3,True,True,False
15101,VOL-15101,2026-02-21,True,Delhi,Lucknow,APSRTC,Volvo AC,40,9,08:00:00,19:00:00,11.0,550,950,4.1,False,True,False
15102,ELE-15102,2026-02-21,True,Delhi,Lucknow,Orange Travels,Electric Bus,40,8,07:30:00,09:42:00,26.2,1308,1650,4.5,False,True,False
15103,NON-15103,2026-02-21,True,Delhi,Lucknow,Goa RTC,Non-AC Sleeper,40,39,09:00:00,04:48:00,19.8,988,950,3.9,False,True,False
15104,AC -15104,2026-02-21,True,Delhi,Lucknow,Skyline Travels,AC Semi-Sleeper,40,15,10:30:00,14:42:00,28.2,1408,1700,4.4,False,True,False
15105,NON-15105,2026-02-21,True,Delhi,Lucknow,Orange Travels,Non-AC Sleeper,40,8,10:00:00,21:12:00,11.2,561,550,4.0,False,True,False
15106,NON-15106,2026-02-21,True,Delhi,Lucknow,RSRTC,Non-AC Sleeper,40,11,19:00:00,09:06:00,14.1,705,700,3.9,False,True,False
15107,AC -15107,2026-02-21,True,Delhi,Lucknow,WBTC,AC Semi-Sleeper,40,34,18:30:00,04:18:00,9.8,492,600,4.0,False,True,False
15108,MUL-15108,2026-02-21,True,Delhi,Lucknow,TNSTC,Multi-Axle Volvo,43,11,22:00:00,03:06:00,29.1,1455,2900,4.1,True,True,False
15109,NON-15109,2026-02-21,True,Delhi,Lucknow,Mahasagar Travels,Non-AC Sleeper,40,20,03:00:00,14:36:00,11.6,581,550,4.1,True,True,False
15110,MUL-15110,2026-02-21,True,Mumbai,Pune,Skyline Travels,Multi-Axle Volvo,43,30,08:00:00,09:30:00,25.5,1275,2550,4.6,False,True,False
15111,MUL-15111,2026-02-21,True,Mumbai,Pune,APSRTC,Multi-Axle Volvo,43,33,06:00:00,04:30:00,22.5,1126,2250,4.4,False,True,False
15112,ELE-15112,2026-02-21,True,Mumbai,Pune,KSRTC,Electric Bus,40,40,11:30:00,18:24:00,30.9,1543,2000,4.2,False,True,False
15113,MUL-15113,2026-02-21,True,Mumbai,Pune,MSRTC,Multi-Axle Volvo,43,15,16:00:00,17:30:00,25.5,1276,2550,4.3,False,True,False
15114,ELE-15114,2026-02-21,True,Mumbai,Pune,MSRTC,Electric Bus,40,19,13:00:00,22:00:00,33.0,1651,2100,4.0,False,True,False
15115,AC -15115,2026-02-21,True,Mumbai,Pune,TSRTC,AC Seater,45,16,20:00:00,08:36:00,36.6,1832,1900,4.0,False,True,False
15116,VOL-15116,2026-02-21,True,Mumbai,Pune,Raj Travels,Volvo AC,40,15,18:30:00,07:42:00,37.2,1862,3300,4.6,False,True,False
15117,NON-15117,2026-02-21,True,Mumbai,Pune,Garuda Travels,Non-AC Sleeper,40,19,21:00:00,20:18:00,23.3,1166,1100,4.3,True,True,False
15118,ELE-15118,2026-02-21,True,Mumbai,Pune,Kaveri Travels,Electric Bus,40,40,03:00:00,12:54:00,33.9,1693,2150,4.3,True,True,False
15119,AC -15119,2026-02-21,True,Mumbai,Pune,Paulo Travels,AC Seater,45,27,00:00:00,11:12:00,35.2,1758,1850,4.2,True,True,False
15120,AC -15120,2026-02-21,True,Mumbai,Goa,WBTC,AC Seater,45,36,07:00:00,19:00:00,12.0,598,600,3.9,False,True,False
15121,AC -15121,2026-02-21,True,Mumbai,Goa,Raj Travels,AC Seater,45,35,06:00:00,18:06:00,12.1,606,650,4.1,False,True,False
15122,MUL-15122,2026-02-21,True,Mumbai,Goa,Skyline Travels,Multi-Axle Volvo,43,7,11:30:00,22:06:00,10.6,531,1050,4.7,False,True,False
15123,NON-15123,2026-02-21,True,Mumbai,Goa,ASTC,Non-AC Sleeper,40,9,16:00:00,06:36:00,14.6,730,700,4.0,False,True,False
15124,AC -15124,2026-02-21,True,Mumbai,Goa,BMTC,AC Sleeper,35,22,10:00:00,14:06:00,4.1,206,300,4.2,False,True,False
15125,AC -15125,2026-02-21,True,Mumbai,Goa,Jabbar Travels,AC Sleeper,35,24,19:30:00,07:06:00,11.6,582,850,4.5,False,True,False
15126,NON-15126,2026-02-21,True,Mumbai,Goa,WBTC,Non-AC Sleeper,40,12,18:30:00,01:00:00,6.5,323,300,3.7,False,True,False
15127,ELE-15127,2026-02-21,True,Mumbai,Goa,Jabbar Travels,Electric Bus,40,31,02:00:00,10:24:00,8.4,421,550,4.3,True,True,False
15128,AC -15128,2026-02-21,True,Mumbai,Nashik,National Travels,AC Sleeper,35,31,07:30:00,19:00:00,11.5,576,850,4.6,False,True,False
15129,AC -15129,2026-02-21,True,Mumbai,Nashik,Jabbar Travels,AC Sleeper,35,29,08:00:00,20:00:00,12.0,598,850,4.5,False,True,False
15130,MUL-15130,2026-02-21,True,Mumbai,Nashik,Mahasagar Travels,Multi-Axle Volvo,43,21,16:00:00,05:00:00,13.0,651,1300,4.6,False,True,False
15131,ELE-15131,2026-02-21,True,Mumbai,Nashik,PRTC,Electric Bus,40,15,14:00:00,04:36:00,14.6,728,950,4.0,False,True,False
15132,MUL-15132,2026-02-21,True,Mumbai,Nashik,Garuda Travels,Multi-Axle Volvo,43,5,13:00:00,00:06:00,11.1,554,1100,4.7,False,True,False
15133,NON-15133,2026-02-21,True,Mumbai,Nashik,Goa RTC,Non-AC Sleeper,40,21,18:00:00,04:00:00,10.0,499,500,3.9,False,True,False
15134,AC -15134,2026-02-21,True,Mumbai,Nashik,JRTC,AC Seater,45,13,17:30:00,21:30:00,4.0,199,200,3.8,False,True,False
15135,MUL-15135,2026-02-21,True,Mumbai,Nashik,BSRTC,Multi-Axle Volvo,43,38,21:30:00,09:24:00,11.9,593,1200,4.4,True,True,False
15136,AC -15136,2026-02-21,True,Mumbai,Nashik,RSRTC,AC Sleeper,35,21,01:00:00,09:18:00,8.3,416,600,3.9,True,True,False
15137,AC -15137,2026-02-21,True,Mumbai,Nashik,SR Travels,AC Semi-Sleeper,40,6,22:30:00,13:30:00,15.0,751,900,4.3,True,True,False
15138,AC -15138,2026-02-21,True,Mumbai,Surat,Kerala RTC,AC Sleeper,35,24,06:00:00,23:12:00,17.2,861,1250,4.2,False,True,False
15139,VOL-15139,2026-02-21,True,Mumbai,Surat,Parveen Travels,Volvo AC,40,25,05:30:00,00:30:00,19.0,949,1650,4.5,True,True,False
15140,NON-15140,2026-02-21,True,Mumbai,Surat,KK Travels,Non-AC Seater,50,41,09:00:00,10:42:00,25.7,1287,1050,4.2,False,True,False
15141,MUL-15141,2026-02-21,True,Mumbai,Surat,Goa RTC,Multi-Axle Volvo,43,18,14:00:00,14:18:00,24.3,1217,2450,4.5,False,True,False
15142,VOL-15142,2026-02-21,True,Mumbai,Surat,RedBus Express,Volvo AC,40,9,11:00:00,10:48:00,23.8,1190,2100,4.4,False,True,False
15143,MUL-15143,2026-02-21,True,Mumbai,Surat,SR Travels,Multi-Axle Volvo,43,18,17:30:00,03:06:00,9.6,478,950,4.8,False,True,False
15144,MUL-15144,2026-02-21,True,Mumbai,Surat,Paulo Travels,Multi-Axle Volvo,43,35,20:00:00,22:12:00,26.2,1309,2600,4.5,False,True,False
15145,AC -15145,2026-02-21,True,Mumbai,Surat,Orange Travels,AC Seater,45,6,00:00:00,23:42:00,23.7,1187,1250,4.1,True,True,False
15146,VOL-15146,2026-02-21,True,Mumbai,Surat,RedBus Express,Volvo AC,40,13,22:30:00,05:24:00,6.9,346,600,4.4,True,True,False
15147,AC -15147,2026-02-21,True,Mumbai,Surat,SR Travels,AC Seater,45,43,23:00:00,22:24:00,23.4,1169,1200,4.2,True,True,False
15148,AC -15148,2026-02-21,True,Bangalore,Chennai,HRTC,AC Seater,45,9,07:00:00,00:42:00,17.7,883,900,4.0,False,True,False
15149,ELE-15149,2026-02-21,True,Bangalore,Chennai,SR Travels,Electric Bus,40,34,05:00:00,23:30:00,18.5,925,1200,4.5,True,True,False
15150,VOL-15150,2026-02-21,True,Bangalore,Chennai,Shrinath Travels,Volvo AC,40,18,14:00:00,05:18:00,39.3,1966,3450,4.5,False,True,False
15151,VOL-15151,2026-02-21,True,Bangalore,Chennai,Garuda Travels,Volvo AC,40,24,16:00:00,16:42:00,24.7,1237,2200,4.4,False,True,False
15152,VOL-15152,2026-02-21,True,Bangalore,Chennai,CSRTC,Volvo AC,40,10,15:00:00,00:24:00,33.4,1670,2950,4.4,False,True,False
15153,AC -15153,2026-02-21,True,Bangalore,Chennai,Paulo Travels,AC Seater,45,20,18:00:00,00:30:00,30.5,1526,1600,4.4,False,True,False
15154,NON-15154,2026-02-21,True,Bangalore,Chennai,JRTC,Non-AC Sleeper,40,19,17:00:00,06:24:00,37.4,1870,1800,3.9,False,True,False
15155,ELE-15155,2026-02-21,True,Bangalore,Chennai,Paulo Travels,Electric Bus,40,31,03:00:00,18:18:00,39.3,1967,2500,4.3,True,True,False
15156,MUL-15156,2026-02-21,True,Bangalore,Chennai,APSRTC,Multi-Axle Volvo,43,36,02:00:00,16:42:00,38.7,1934,3850,4.3,True,True,False
15157,NON-15157,2026-02-21,True,Bangalore,Chennai,UPSRTC,Non-AC Sleeper,40,37,00:00:00,22:48:00,22.8,1139,1100,3.6,True,True,False
15158,NON-15158,2026-02-21,True,Bangalore,Mysore,Mahasagar Travels,Non-AC Sleeper,40,18,05:00:00,17:06:00,12.1,606,600,4.2,True,True,False
15159,NON-15159,2026-02-21,True,Bangalore,Mysore,VRL Travels,Non-AC Sleeper,40,31,05:30:00,21:30:00,16.0,798,750,4.1,True,True,False
15160,MUL-15160,2026-02-21,True,Bangalore,Mysore,OSRTC,Multi-Axle Volvo,43,35,09:00:00,21:12:00,12.2,611,1200,4.2,False,True,False
15161,AC -15161,2026-02-21,True,Bangalore,Mysore,Jabbar Travels,AC Sleeper,35,20,12:00:00,22:42:00,10.7,536,750,4.4,False,True,False
15162,VOL-15162,2026-02-21,True,Bangalore,Mysore,Mahasagar Travels,Volvo AC,40,33,16:00:00,04:24:00,12.4,620,1100,4.4,False,True,False
15163,AC -15163,2026-02-21,True,Bangalore,Mysore,Kaveri Travels,AC Seater,45,43,20:30:00,03:00:00,6.5,326,350,4.2,False,True,False
15164,AC -15164,2026-02-21,True,Bangalore,Mysore,Sharma Travels,AC Seater,45,9,18:00:00,23:12:00,5.2,259,250,4.4,False,True,False
15165,NON-15165,2026-02-21,True,Bangalore,Mysore,WBTC,Non-AC Sleeper,40,34,21:30:00,04:24:00,6.9,347,350,3.6,True,True,False
15166,AC -15166,2026-02-21,True,Bangalore,Mysore,RSRTC,AC Semi-Sleeper,40,30,22:00:00,02:12:00,4.2,209,250,4.2,True,True,False
15167,ELE-15167,2026-02-21,True,Bangalore,Mysore,PRTC,Electric Bus,40,7,23:00:00,14:36:00,15.6,782,1000,4.0,True,True,False
15168,NON-15168,2026-02-21,True,Bangalore,Mysore,KK Travels,Non-AC Seater,50,34,04:00:00,16:42:00,12.7,635,500,4.1,True,True,False
15169,NON-15169,2026-02-21,True,Bangalore,Mysore,JRTC,Non-AC Sleeper,40,21,23:30:00,04:36:00,5.1,254,250,3.9,True,True,False
15170,NON-15170,2026-02-21,True,Bangalore,Coimbatore,RSRTC,Non-AC Sleeper,40,40,07:30:00,14:24:00,6.9,347,350,3.6,False,True,False
15171,AC -15171,2026-02-21,True,Bangalore,Coimbatore,SR Travels,AC Sleeper,35,27,06:30:00,16:12:00,9.7,486,700,4.2,False,True,False
15172,ELE-15172,2026-02-21,True,Bangalore,Coimbatore,Kaveri Travels,Electric Bus,40,38,16:00:00,03:36:00,11.6,582,750,4.3,False,True,False
15173,NON-15173,2026-02-21,True,Bangalore,Coimbatore,Parveen Travels,Non-AC Sleeper,40,29,11:00:00,20:24:00,9.4,469,450,3.9,False,True,False
15174,AC -15174,2026-02-21,True,Bangalore,Coimbatore,HRTC,AC Seater,45,21,09:00:00,23:54:00,14.9,746,800,4.0,False,True,False
15175,NON-15175,2026-02-21,True,Bangalore,Coimbatore,VRL Travels,Non-AC Seater,50,26,18:00:00,08:00:00,14.0,698,550,4.2,False,True,False
15176,AC -15176,2026-02-21,True,Bangalore,Coimbatore,CSRTC,AC Sleeper,35,31,20:00:00,01:54:00,5.9,295,400,3.9,False,True,False
15177,MUL-15177,2026-02-21,True,Bangalore,Coimbatore,Shrinath Travels,Multi-Axle Volvo,43,27,23:30:00,15:00:00,15.5,774,1550,4.8,True,True,False
15178,AC -15178,2026-02-21,True,Bangalore,Coimbatore,DTC,AC Seater,45,16,02:00:00,17:00:00,15.0,752,800,4.1,True,True,False
15179,VOL-15179,2026-02-21,True,Bangalore,Coimbatore,Shrinath Travels,Volvo AC,40,7,21:30:00,13:24:00,15.9,794,1400,4.3,True,True,False
15180,NON-15180,2026-02-21,True,Chennai,Coimbatore,SETC,Non-AC Sleeper,40,11,07:00:00,20:06:00,13.1,655,650,3.7,False,True,False
15181,VOL-15181,2026-02-21,True,Chennai,Coimbatore,Kaveri Travels,Volvo AC,40,7,05:30:00,15:00:00,9.5,475,850,4.4,True,True,False
15182,AC -15182,2026-02-21,True,Chennai,Coimbatore,KK Travels,AC Sleeper,35,13,13:00:00,01:36:00,12.6,628,900,4.2,False,True,False
15183,NON-15183,2026-02-21,True,Chennai,Coimbatore,WBTC,Non-AC Seater,50,20,16:00:00,06:54:00,14.9,745,600,3.6,False,True,False
15184,AC -15184,2026-02-21,True,Chennai,Coimbatore,VRL Travels,AC Semi-Sleeper,40,33,15:00:00,23:36:00,8.6,430,500,4.2,False,True,False
15185,AC -15185,2026-02-21,True,Chennai,Coimbatore,Paulo Travels,AC Seater,45,7,17:00:00,05:12:00,12.2,612,650,4.2,False,True,False
15186,MUL-15186,2026-02-21,True,Chennai,Coimbatore,ASTC,Multi-Axle Volvo,43,33,20:30:00,07:18:00,10.8,542,1100,4.3,False,True,False
15187,AC -15187,2026-02-21,True,Chennai,Coimbatore,PEPSU,AC Semi-Sleeper,40,22,03:00:00,15:00:00,12.0,598,700,4.2,True,True,False
15188,AC -15188,2026-02-21,True,Chennai,Madurai,UPSRTC,AC Seater,45,36,05:30:00,12:48:00,7.3,367,400,3.8,True,True,False
15189,NON-15189,2026-02-21,True,Chennai,Madurai,Orange Travels,Non-AC Sleeper,40,11,06:00:00,19:48:00,13.8,690,650,4.2,False,True,False
15190,AC -15190,2026-02-21,True,Chennai,Madurai,OSRTC,AC Sleeper,35,26,11:00:00,21:18:00,10.3,517,750,4.3,False,True,False
15191,AC -15191,2026-02-21,True,Chennai,Madurai,KPN Travels,AC Semi-Sleeper,40,39,15:00:00,23:24:00,8.4,420,500,4.4,False,True,False
15192,VOL-15192,2026-02-21,True,Chennai,Madurai,HRTC,Volvo AC,40,30,10:00:00,22:00:00,12.0,599,1050,4.0,False,True,False
15193,NON-15193,2026-02-21,True,Chennai,Madurai,SR Travels,Non-AC Seater,50,20,19:30:00,22:42:00,3.2,161,150,4.0,False,True,False
15194,NON-15194,2026-02-21,True,Chennai,Madurai,WBTC,Non-AC Sleeper,40,23,19:00:00,01:54:00,6.9,344,350,3.7,False,True,False
15195,NON-15195,2026-02-21,True,Chennai,Madurai,Garuda Travels,Non-AC Seater,50,33,02:00:00,17:48:00,15.8,791,650,4.0,True,True,False
15196,ELE-15196,2026-02-21,True,Chennai,Madurai,APSRTC,Electric Bus,40,13,04:00:00,12:48:00,8.8,442,550,4.1,True,True,False
15197,AC -15197,2026-02-21,True,Chennai,Madurai,Orange Travels,AC Semi-Sleeper,40,5,22:30:00,14:06:00,15.6,778,950,4.3,True,True,False
15198,AC -15198,2026-02-21,True,Chennai,Madurai,SR Travels,AC Sleeper,35,18,21:30:00,03:36:00,6.1,306,450,4.5,True,True,False
15199,MUL-15199,2026-02-21,True,Chennai,Trichy,SETC,Multi-Axle Volvo,43,33,08:00:00,12:12:00,4.2,209,400,4.1,False,True,False
15200,VOL-15200,2026-02-21,True,Chennai,Trichy,PEPSU,Volvo AC,40,26,05:00:00,12:06:00,7.1,356,650,4.4,True,True,False
15201,NON-15201,2026-02-21,True,Chennai,Trichy,JRTC,Non-AC Seater,50,20,10:30:00,00:54:00,14.4,722,600,3.9,False,True,False
15202,ELE-15202,2026-02-21,True,Chennai,Trichy,Garuda Travels,Electric Bus,40,5,11:00:00,17:24:00,6.4,318,400,4.4,False,True,False
15203,MUL-15203,2026-02-21,True,Chennai,Trichy,Konduskar Travels,Multi-Axle Volvo,43,22,14:00:00,17:30:00,3.5,175,350,4.7,False,True,False
15204,ELE-15204,2026-02-21,True,Chennai,Trichy,Shrinath Travels,Electric Bus,40,35,17:00:00,21:00:00,4.0,200,250,4.3,False,True,False
15205,NON-15205,2026-02-21,True,Chennai,Trichy,IntrCity SmartBus,Non-AC Seater,50,41,19:00:00,22:00:00,3.0,152,150,4.0,False,True,False
15206,NON-15206,2026-02-21,True,Chennai,Trichy,Parveen Travels,Non-AC Sleeper,40,5,04:00:00,16:30:00,12.5,623,600,4.3,True,True,False
15207,ELE-15207,2026-02-21,True,Chennai,Trichy,SR Travels,Electric Bus,40,19,22:00:00,09:36:00,11.6,578,750,4.5,True,True,False
15208,NON-15208,2026-02-21,True,Hyderabad,Vijayawada,Shrinath Travels,Non-AC Sleeper,40,26,05:30:00,14:30:00,9.0,450,450,4.3,True,True,False
15209,NON-15209,2026-02-21,True,Hyderabad,Vijayawada,JRTC,Non-AC Sleeper,40,24,08:30:00,00:00:00,15.5,777,750,3.7,False,True,False
15210,NON-15210,2026-02-21,True,Hyderabad,Vijayawada,OSRTC,Non-AC Sleeper,40,34,09:00:00,18:54:00,9.9,496,500,3.9,False,True,False
15211,NON-15211,2026-02-21,True,Hyderabad,Vijayawada,Shrinath Travels,Non-AC Sleeper,40,14,14:00:00,18:36:00,4.6,229,200,4.1,False,True,False
15212,NON-15212,2026-02-21,True,Hyderabad,Vijayawada,JRTC,Non-AC Seater,50,50,16:00:00,01:12:00,9.2,459,350,3.8,False,True,False
15213,NON-15213,2026-02-21,True,Hyderabad,Vijayawada,KK Travels,Non-AC Sleeper,40,23,20:00:00,10:54:00,14.9,743,700,4.0,False,True,False
15214,AC -15214,2026-02-21,True,Hyderabad,Vijayawada,ASTC,AC Sleeper,35,23,18:30:00,21:36:00,3.1,156,200,4.1,False,True,False
15215,VOL-15215,2026-02-21,True,Hyderabad,Vijayawada,Eagle Travels,Volvo AC,40,25,23:00:00,07:30:00,8.5,424,750,4.4,True,True,False
15216,ELE-15216,2026-02-21,True,Kolkata,Siliguri,Garuda Travels,Electric Bus,40,21,06:00:00,21:54:00,15.9,797,1000,4.2,False,True,False
15217,AC -15217,2026-02-21,True,Kolkata,Siliguri,PEPSU,AC Semi-Sleeper,40,10,08:30:00,16:48:00,8.3,416,500,4.1,False,True,False
15218,AC -15218,2026-02-21,True,Kolkata,Siliguri,APSRTC,AC Semi-Sleeper,40,9,15:00:00,02:36:00,11.6,579,700,4.2,False,True,False
15219,MUL-15219,2026-02-21,True,Kolkata,Siliguri,National Travels,Multi-Axle Volvo,43,43,09:30:00,01:06:00,15.6,782,1550,4.5,False,True,False
15220,ELE-15220,2026-02-21,True,Kolkata,Siliguri,WBTC,Electric Bus,40,12,11:00:00,16:30:00,5.5,274,350,4.0,False,True,False
15221,AC -15221,2026-02-21,True,Kolkata,Siliguri,JRTC,AC Seater,45,18,17:00:00,07:42:00,14.7,736,750,4.0,False,True,False
15222,NON-15222,2026-02-21,True,Kolkata,Siliguri,ASTC,Non-AC Sleeper,40,39,19:00:00,03:00:00,8.0,398,400,4.0,False,True,False
15223,AC -15223,2026-02-21,True,Kolkata,Siliguri,Goa RTC,AC Seater,45,28,21:30:00,05:06:00,7.6,380,400,4.0,True,True,False
15224,AC -15224,2026-02-21,True,Kolkata,Siliguri,Jabbar Travels,AC Sleeper,35,25,23:30:00,11:12:00,11.7,586,850,4.3,True,True,False
15225,AC -15225,2026-02-21,True,Kolkata,Siliguri,Garuda Travels,AC Seater,45,28,03:00:00,18:42:00,15.7,785,800,4.3,True,True,False
15226,NON-15226,2026-02-21,True,Kolkata,Siliguri,Paulo Travels,Non-AC Seater,50,23,02:00:00,15:48:00,13.8,692,550,4.2,True,True,False
15227,NON-15227,2026-02-21,True,Kolkata,Siliguri,OSRTC,Non-AC Sleeper,40,18,22:30:00,10:42:00,12.2,609,600,3.7,True,True,False
15228,NON-15228,2026-02-21,True,Kochi,Trivandrum,TSRTC,Non-AC Seater,50,41,07:00:00,13:54:00,6.9,345,300,3.6,False,True,False
15229,VOL-15229,2026-02-21,True,Kochi,Trivandrum,Orange Travels,Volvo AC,40,7,05:30:00,18:18:00,12.8,640,1150,4.3,True,True,False
15230,VOL-15230,2026-02-21,True,Kochi,Trivandrum,RedBus Express,Volvo AC,40,36,15:00:00,20:00:00,5.0,250,450,4.5,False,True,False
15231,VOL-15231,2026-02-21,True,Kochi,Trivandrum,TNSTC,Volvo AC,40,25,10:00:00,17:12:00,7.2,360,650,4.1,False,True,False
15232,NON-15232,2026-02-21,True,Kochi,Trivandrum,Shrinath Travels,Non-AC Sleeper,40,38,12:00:00,15:36:00,3.6,179,150,4.1,False,True,False
15233,NON-15233,2026-02-21,True,Kochi,Trivandrum,KK Travels,Non-AC Sleeper,40,37,19:30:00,00:24:00,4.9,243,250,4.1,False,True,False
15234,VOL-15234,2026-02-21,True,Kochi,Trivandrum,UPSRTC,Volvo AC,40,20,18:30:00,21:48:00,3.3,167,300,4.3,False,True,False
15235,AC -15235,2026-02-21,True,Kochi,Trivandrum,Jabbar Travels,AC Seater,45,26,22:30:00,03:48:00,5.3,267,300,4.1,True,True,False
15236,MUL-15236,2026-02-21,True,Kochi,Trivandrum,DTC,Multi-Axle Volvo,43,17,01:00:00,12:00:00,11.0,550,1100,4.2,True,True,False
15237,NON-15237,2026-02-21,True,Pune,Goa,Kaveri Travels,Non-AC Sleeper,40,30,05:30:00,10:36:00,5.1,255,250,4.2,True,True,False
15238,NON-15238,2026-02-21,True,Pune,Goa,Neeta Travels,Non-AC Sleeper,40,5,07:30:00,16:18:00,8.8,440,400,4.1,False,True,False
15239,ELE-15239,2026-02-21,True,Pune,Goa,Kerala RTC,Electric Bus,40,22,11:00:00,14:30:00,3.5,175,200,3.9,False,True,False
15240,AC -15240,2026-02-21,True,Pune,Goa,Jabbar Travels,AC Semi-Sleeper,40,34,12:00:00,23:36:00,11.6,581,700,4.4,False,True,False
15241,NON-15241,2026-02-21,True,Pune,Goa,SETC,Non-AC Sleeper,40,6,14:00:00,19:54:00,5.9,297,300,3.9,False,True,False
15242,NON-15242,2026-02-21,True,Pune,Goa,Orange Travels,Non-AC Sleeper,40,25,18:30:00,08:54:00,14.4,718,700,4.1,False,True,False
15243,MUL-15243,2026-02-21,True,Pune,Goa,Paulo Travels,Multi-Axle Volvo,43,31,20:00:00,02:36:00,6.6,332,650,4.6,False,True,False
15244,NON-15244,2026-02-21,True,Pune,Goa,Raj Travels,Non-AC Seater,50,17,23:30:00,11:12:00,11.7,587,450,4.2,True,True,False
15245,NON-15245,2026-02-21,True,Pune,Goa,UPSRTC,Non-AC Seater,50,38,00:00:00,15:18:00,15.3,764,600,3.6,True,True,False
15246,NON-15246,2026-02-21,True,Pune,Goa,VRL Travels,Non-AC Seater,50,29,22:00:00,09:00:00,11.0,548,450,3.9,True,True,False
15247,MUL-15247,2026-02-21,True,Pune,Goa,TNSTC,Multi-Axle Volvo,43,39,03:00:00,08:48:00,5.8,292,600,4.3,True,True,False
15248,NON-15248,2026-02-21,True,Ahmedabad,Surat,PRTC,Non-AC Seater,50,42,05:00:00,07:00:00,26.0,1299,1050,3.6,True,True,False
15249,MUL-15249,2026-02-21,True,Ahmedabad,Surat,SETC,Multi-Axle Volvo,43,41,05:30:00,07:06:00,25.6,1280,2550,4.5,True,True,False
15250,AC -15250,2026-02-21,True,Ahmedabad,Surat,Kerala RTC,AC Semi-Sleeper,40,11,11:00:00,18:30:00,7.5,374,450,4.1,False,True,False
15251,NON-15251,2026-02-21,True,Ahmedabad,Surat,Orange Travels,Non-AC Seater,50,42,16:00:00,13:12:00,21.2,1060,850,3.9,False,True,False
15252,NON-15252,2026-02-21,True,Ahmedabad,Surat,Kaveri Travels,Non-AC Seater,50,17,14:00:00,05:24:00,15.4,771,600,4.0,False,True,False
15253,NON-15253,2026-02-21,True,Ahmedabad,Surat,Sharma Travels,Non-AC Sleeper,40,10,17:00:00,01:36:00,8.6,429,400,4.0,False,True,False
15254,ELE-15254,2026-02-21,True,Ahmedabad,Surat,RedBus Express,Electric Bus,40,34,20:00:00,11:12:00,15.2,758,950,4.3,False,True,False
15255,AC -15255,2026-02-21,True,Ahmedabad,Surat,APSRTC,AC Semi-Sleeper,40,8,02:00:00,20:48:00,18.8,938,1150,4.0,True,True,False
15256,AC -15256,2026-02-21,True,Jaipur,Udaipur,Kerala RTC,AC Sleeper,35,35,08:30:00,19:42:00,11.2,562,800,4.0,False,True,False
15257,NON-15257,2026-02-21,True,Jaipur,Udaipur,TSRTC,Non-AC Sleeper,40,8,05:30:00,14:42:00,9.2,462,450,3.9,True,True,False
15258,VOL-15258,2026-02-21,True,Jaipur,Udaipur,BMTC,Volvo AC,40,35,13:00:00,21:54:00,8.9,443,800,4.3,False,True,False
15259,AC -15259,2026-02-21,True,Jaipur,Udaipur,RedBus Express,AC Sleeper,35,6,10:30:00,23:42:00,13.2,662,950,4.3,False,True,False
15260,VOL-15260,2026-02-21,True,Jaipur,Udaipur,BMTC,Volvo AC,40,23,09:00:00,22:48:00,13.8,690,1200,4.3,False,True,False
