bus_id,bus_name,source,dest,operator,bus_type,capacity,seats_available,departure_time,arrival_time,duration_hours,price,date,rating,is_night_service,is_weekend,is_popular_route,cancellation_allowed,live_tracking
2482,AC -2482,Mumbai,Indore,DTC,AC Semi-Sleeper,40,8,15:00:00,04:00:00,13,2062.5,2026-02-07,3.8,False,True,True,False,False
2483,MUL-2483,Mumbai,Indore,Sharma Travels,Multi-Axle Volvo,43,23,22:00:00,11:00:00,13,3478.75,2026-02-07,4.6,True,True,True,False,True
2484,AC -2484,Mumbai,Indore,HRTC,AC Semi-Sleeper,40,40,12:00:00,01:00:00,13,2062.5,2026-02-07,4.1,False,True,True,True,False
2485,NON-2485,Mumbai,Indore,GSRTC,Non-AC Seater,50,35,19:00:00,08:00:00,13,1375.0,2026-02-07,3.7,False,True,True,False,False
2486,AC -2486,Mumbai,Aurangabad,Green Line Travels,AC Seater,45,44,17:00:00,01:00:00,8,1312.5,2026-02-07,4.0,False,True,True,True,True
2487,VOL-2487,Mumbai,Aurangabad,VRL Travels,Volvo AC,40,36,23:30:00,07:30:00,8,2156.25,2026-02-07,4.5,True,True,True,False,True
2488,AC -2488,Mumbai,Aurangabad,Kallada Travels,AC Seater,45,35,04:00:00,12:00:00,8,1509.38,2026-02-07,4.3,True,True,True,True,True
2489,NON-2489,Mumbai,Aurangabad,MSRTC,Non-AC Sleeper,40,36,16:00:00,00:00:00,8,1218.75,2026-02-07,3.9,False,True,True,False,False
2490,NON-2490,Mumbai,Aurangabad,Green Line Travels,Non-AC Sleeper,40,10,20:00:00,04:00:00,8,1401.56,2026-02-07,4.0,True,True,True,True,True
2491,NON-2491,Mumbai,Aurangabad,Neeta Travels,Non-AC Seater,50,26,05:00:00,13:00:00,8,1078.12,2026-02-07,4.0,True,True,True,True,True
2492,MUL-2492,Mumbai,Aurangabad,HRTC,Multi-Axle Volvo,43,9,06:30:00,14:30:00,8,2062.5,2026-02-07,4.3,False,True,True,True,False
2493,NON-2493,Mumbai,Aurangabad,Greenline Travels,Non-AC Seater,50,9,18:00:00,02:00:00,8,937.5,2026-02-07,4.2,False,True,True,False,True
2494,AC -2494,Mumbai,Aurangabad,Green Line Travels,AC Semi-Sleeper,40,19,14:00:00,22:00:00,8,1406.25,2026-02-07,4.4,False,True,True,True,True
2495,MUL-2495,Bangalore,Chennai,DTC,Multi-Axle Volvo,43,24,17:00:00,00:00:00,7,2612.5,2026-02-07,4.4,False,True,True,True,False
2496,MUL-2496,Bangalore,Chennai,Neeta Travels,Multi-Axle Volvo,43,5,05:30:00,12:30:00,7,3004.38,2026-02-07,4.4,True,True,True,False,False
2497,ELE-2497,Bangalore,Chennai,Kerala RTC,Electric Bus,40,9,11:00:00,18:00:00,7,1900.0,2026-02-07,3.9,False,True,True,True,False
2498,MUL-2498,Bangalore,Chennai,SETC,Multi-Axle Volvo,43,15,04:00:00,11:00:00,7,3004.38,2026-02-07,4.1,True,True,True,False,False
2499,ELE-2499,Bangalore,Chennai,VRL Travels,Electric Bus,40,16,11:30:00,18:30:00,7,1900.0,2026-02-07,4.4,False,True,True,True,True
2500,VOL-2500,Bangalore,Chennai,Raj Travels,Volvo AC,40,29,07:00:00,14:00:00,7,2375.0,2026-02-07,4.4,False,True,True,True,True
2501,VOL-2501,Bangalore,Chennai,SR Travels,Volvo AC,40,9,07:30:00,14:30:00,7,2375.0,2026-02-07,4.6,False,True,True,True,True
2502,AC -2502,Bangalore,Hyderabad,APSRTC,AC Sleeper,35,18,07:30:00,15:30:00,8,2250.0,2026-02-07,3.9,False,True,True,True,False
2503,AC -2503,Bangalore,Hyderabad,SETC,AC Seater,45,18,06:00:00,14:00:00,8,1750.0,2026-02-07,3.9,False,True,True,True,False
2504,NON-2504,Bangalore,Hyderabad,SR Travels,Non-AC Seater,50,24,16:00:00,00:00:00,8,1250.0,2026-02-07,3.9,False,True,True,True,True
2505,MUL-2505,Bangalore,Hyderabad,Greenline Travels,Multi-Axle Volvo,43,29,12:00:00,20:00:00,8,2750.0,2026-02-07,4.4,False,True,True,False,True
2506,NON-2506,Bangalore,Hyderabad,KPN Travels,Non-AC Seater,50,18,23:30:00,07:30:00,8,1437.5,2026-02-07,4.0,True,True,True,True,True
2507,ELE-2507,Bangalore,Hyderabad,DTC,Electric Bus,40,14,20:00:00,04:00:00,8,2300.0,2026-02-07,4.1,True,True,True,True,False
2508,AC -2508,Bangalore,Mysore,APSRTC,AC Semi-Sleeper,40,15,19:00:00,22:00:00,3,750.0,2026-02-07,4.1,False,True,True,True,False
2509,AC -2509,Bangalore,Mysore,Greenline Travels,AC Semi-Sleeper,40,12,08:00:00,11:00:00,3,750.0,2026-02-07,4.4,False,True,True,True,True
2510,NON-2510,Bangalore,Mysore,IntrCity SmartBus,Non-AC Seater,50,34,14:00:00,17:00:00,3,500.0,2026-02-07,4.0,False,True,True,False,True
2511,VOL-2511,Bangalore,Mysore,VRL Travels,Volvo AC,40,7,21:00:00,00:00:00,3,1150.0,2026-02-07,4.5,True,True,True,True,False
2512,AC -2512,Bangalore,Mysore,SETC,AC Semi-Sleeper,40,14,12:00:00,15:00:00,3,750.0,2026-02-07,3.9,False,True,True,True,False
2513,AC -2513,Bangalore,Mysore,Neeta Travels,AC Seater,45,3,10:30:00,13:30:00,3,700.0,2026-02-07,4.1,False,True,True,True,True
2514,AC -2514,Bangalore,Mysore,RSRTC,AC Sleeper,35,33,11:00:00,14:00:00,3,900.0,2026-02-07,4.1,False,True,True,True,False
2515,AC -2515,Bangalore,Mysore,Neeta Travels,AC Sleeper,35,18,20:30:00,23:30:00,3,1035.0,2026-02-07,4.2,True,True,True,True,True
2516,VOL-2516,Bangalore,Coimbatore,KPN Travels,Volvo AC,40,12,14:00:00,21:00:00,7,2125.0,2026-02-07,4.5,False,True,True,True,True
2517,NON-2517,Bangalore,Coimbatore,Neeta Travels,Non-AC Seater,50,7,10:00:00,17:00:00,7,1062.5,2026-02-07,3.8,False,True,True,True,True
2518,NON-2518,Bangalore,Coimbatore,Neeta Travels,Non-AC Seater,50,33,05:00:00,12:00:00,7,1221.87,2026-02-07,4.0,True,True,True,True,True
2519,AC -2519,Bangalore,Coimbatore,MSRTC,AC Sleeper,35,22,22:30:00,05:30:00,7,2199.37,2026-02-07,3.8,True,True,True,False,False
2520,ELE-2520,Bangalore,Coimbatore,RedBus Express,Electric Bus,40,26,16:00:00,23:00:00,7,1700.0,2026-02-07,4.2,False,True,True,True,True
2521,AC -2521,Bangalore,Coimbatore,APSRTC,AC Sleeper,35,11,08:00:00,15:00:00,7,1912.5,2026-02-07,4.1,False,True,True,True,False
2522,AC -2522,Bangalore,Kochi,Konduskar Travels,AC Semi-Sleeper,40,1,12:00:00,23:00:00,11,2250.0,2026-02-07,4.1,False,True,True,True,False
2523,NON-2523,Bangalore,Kochi,GSRTC,Non-AC Seater,50,17,04:00:00,15:00:00,11,1725.0,2026-02-07,3.5,True,True,True,True,False
2524,AC -2524,Bangalore,Kochi,APSRTC,AC Seater,45,2,11:30:00,22:30:00,11,2100.0,2026-02-07,3.8,False,True,True,True,False
2525,VOL-2525,Bangalore,Kochi,DTC,Volvo AC,40,8,09:00:00,20:00:00,11,3000.0,2026-02-07,4.3,False,True,True,True,False
2526,ELE-2526,Bangalore,Kochi,Mahasagar Travels,Electric Bus,40,22,06:30:00,17:30:00,11,2400.0,2026-02-07,4.1,False,True,True,True,False
2527,ELE-2527,Bangalore,Kochi,APSRTC,Electric Bus,40,26,20:00:00,07:00:00,11,2760.0,2026-02-07,3.9,True,True,True,True,False
2528,AC -2528,Bangalore,Kochi,IntrCity SmartBus,AC Semi-Sleeper,40,20,08:30:00,19:30:00,11,2250.0,2026-02-07,4.4,False,True,True,False,True
2529,NON-2529,Bangalore,Kochi,SRS Travels,Non-AC Sleeper,40,26,05:00:00,16:00:00,11,2242.5,2026-02-07,4.1,True,True,True,True,False
2530,AC -2530,Bangalore,Goa,Parveen Travels,AC Sleeper,35,26,17:00:00,05:00:00,12,2475.0,2026-02-07,4.3,False,True,True,True,False
2531,AC -2531,Bangalore,Goa,KSRTC,AC Seater,45,13,04:00:00,16:00:00,12,2213.75,2026-02-07,4.1,True,True,True,False,False
2532,MUL-2532,Bangalore,Goa,Parveen Travels,Multi-Axle Volvo,43,36,21:30:00,09:30:00,12,3478.75,2026-02-07,4.4,True,True,True,True,False
2533,AC -2533,Bangalore,Goa,National Travels,AC Semi-Sleeper,40,37,09:00:00,21:00:00,12,2062.5,2026-02-07,4.4,False,True,True,True,True
2534,MUL-2534,Bangalore,Goa,RedBus Express,Multi-Axle Volvo,43,24,10:00:00,22:00:00,12,3025.0,2026-02-07,4.5,False,True,True,True,False
2535,AC -2535,Bangalore,Goa,Greenline Travels,AC Seater,45,15,19:00:00,07:00:00,12,1925.0,2026-02-07,4.3,False,True,True,False,False
2536,AC -2536,Bangalore,Goa,RedBus Express,AC Semi-Sleeper,40,36,20:00:00,08:00:00,12,2371.87,2026-02-07,4.1,True,True,True,True,True
2537,MUL-2537,Bangalore,Goa,Neeta Travels,Multi-Axle Volvo,43,2,05:30:00,17:30:00,12,3478.75,2026-02-07,4.5,True,True,True,True,True
2538,NON-2538,Bangalore,Mangalore,RSRTC,Non-AC Sleeper,40,28,19:00:00,03:00:00,8,1300.0,2026-02-07,3.7,False,True,True,True,False
2539,NON-2539,Bangalore,Mangalore,RedBus Express,Non-AC Seater,50,42,20:30:00,04:30:00,8,1150.0,2026-02-07,4.1,True,True,True,False,True
2540,AC -2540,Bangalore,Mangalore,HRTC,AC Seater,45,39,21:30:00,05:30:00,8,1610.0,2026-02-07,4.0,True,True,True,True,False
2541,NON-2541,Bangalore,Mangalore,Sharma Travels,Non-AC Sleeper,40,11,09:00:00,17:00:00,8,1300.0,2026-02-07,4.3,False,True,True,True,True
2542,ELE-2542,Bangalore,Mangalore,KPN Travels,Electric Bus,40,37,08:00:00,16:00:00,8,1600.0,2026-02-07,4.3,False,True,True,True,True
2543,NON-2543,Bangalore,Mangalore,MSRTC,Non-AC Seater,50,14,09:30:00,17:30:00,8,1000.0,2026-02-07,3.6,False,True,True,True,False
2544,AC -2544,Bangalore,Mangalore,OSRTC,AC Semi-Sleeper,40,33,16:00:00,00:00:00,8,1500.0,2026-02-07,4.1,False,True,True,False,False
2545,VOL-2545,Bangalore,Pondicherry,Goa RTC,Volvo AC,40,36,07:30:00,13:30:00,6,1875.0,2026-02-07,4.0,False,True,True,True,False
2546,NON-2546,Bangalore,Pondicherry,Jabbar Travels,Non-AC Seater,50,49,22:30:00,04:30:00,6,1078.12,2026-02-07,3.9,True,True,True,True,False
2547,ELE-2547,Bangalore,Pondicherry,KSRTC,Electric Bus,40,28,05:30:00,11:30:00,6,1725.0,2026-02-07,4.2,True,True,True,True,False
2548,AC -2548,Bangalore,Pondicherry,Greenline Travels,AC Semi-Sleeper,40,21,20:00:00,02:00:00,6,1617.19,2026-02-07,4.1,True,True,True,True,False
2549,VOL-2549,Bangalore,Pondicherry,Neeta Travels,Volvo AC,40,1,08:30:00,14:30:00,6,1875.0,2026-02-07,4.4,False,True,True,False,False
2550,AC -2550,Bangalore,Pondicherry,OSRTC,AC Semi-Sleeper,40,1,10:30:00,16:30:00,6,1406.25,2026-02-07,4.1,False,True,True,True,False
2551,AC -2551,Bangalore,Pondicherry,National Travels,AC Sleeper,35,24,06:00:00,12:00:00,6,1687.5,2026-02-07,4.3,False,True,True,True,False
2552,ELE-2552,Chennai,Coimbatore,DTC,Electric Bus,40,24,09:00:00,16:30:00,7.5,1700.0,2026-02-07,4.0,False,True,True,True,False
2553,VOL-2553,Chennai,Coimbatore,Konduskar Travels,Volvo AC,40,34,22:00:00,05:30:00,7.5,2443.75,2026-02-07,4.2,True,True,True,True,True
2554,NON-2554,Chennai,Coimbatore,APSRTC,Non-AC Sleeper,40,9,17:00:00,00:30:00,7.5,1381.25,2026-02-07,4.0,False,True,True,True,False
2555,NON-2555,Chennai,Coimbatore,Greenline Travels,Non-AC Seater,50,27,20:00:00,03:30:00,7.5,1221.87,2026-02-07,3.9,True,True,True,True,False
2556,NON-2556,Chennai,Coimbatore,SRS Travels,Non-AC Seater,50,24,14:00:00,21:30:00,7.5,1062.5,2026-02-07,3.9,False,True,True,True,True
2557,VOL-2557,Chennai,Coimbatore,SRS Travels,Volvo AC,40,21,04:00:00,11:30:00,7.5,2443.75,2026-02-07,4.5,True,True,True,True,False
2558,NON-2558,Chennai,Coimbatore,Kerala RTC,Non-AC Sleeper,40,31,23:00:00,06:30:00,7.5,1588.44,2026-02-07,3.6,True,True,True,True,False
2559,VOL-2559,Chennai,Coimbatore,Goa RTC,Volvo AC,40,35,15:00:00,22:30:00,7.5,2125.0,2026-02-07,4.0,False,True,True,True,False
2560,NON-2560,Chennai,Coimbatore,Shrinath Travels,Non-AC Seater,50,40,10:30:00,18:00:00,7.5,1062.5,2026-02-07,3.9,False,True,True,True,True
2561,AC -2561,Chennai,Madurai,APSRTC,AC Semi-Sleeper,40,39,04:30:00,12:30:00,8,1509.38,2026-02-07,3.9,True,True,True,True,False
2562,NON-2562,Chennai,Madurai,IntrCity SmartBus,Non-AC Sleeper,40,11,14:00:00,22:00:00,8,1137.5,2026-02-07,4.3,False,True,True,True,False
2563,VOL-2563,Chennai,Madurai,Green Line Travels,Volvo AC,40,27,17:00:00,01:00:00,8,1750.0,2026-02-07,4.4,False,True,True,False,True
2564,AC -2564,Chennai,Madurai,Orange Travels,AC Seater,45,19,10:30:00,18:30:00,8,1225.0,2026-02-07,4.1,False,True,True,False,True
2565,ELE-2565,Chennai,Madurai,GSRTC,Electric Bus,40,27,18:00:00,02:00:00,8,1400.0,2026-02-07,4.1,False,True,True,True,False
2566,VOL-2566,Chennai,Madurai,Sharma Travels,Volvo AC,40,35,15:00:00,23:00:00,8,1750.0,2026-02-07,4.3,False,True,True,True,False
2567,NON-2567,Chennai,Madurai,OSRTC,Non-AC Seater,50,23,16:00:00,00:00:00,8,875.0,2026-02-07,3.9,False,True,True,True,False
2568,NON-2568,Chennai,Madurai,TNSTC,Non-AC Seater,50,13,06:00:00,14:00:00,8,875.0,2026-02-07,3.7,False,True,True,True,False
2569,ELE-2569,Chennai,Madurai,RedBus Express,Electric Bus,40,3,19:00:00,03:00:00,8,1400.0,2026-02-07,4.2,False,True,True,True,False
2570,AC -2570,Chennai,Trichy,Kerala RTC,AC Semi-Sleeper,40,28,05:00:00,11:00:00,6,1293.75,2026-02-07,3.8,True,True,True,True,False
2571,ELE-2571,Chennai,Trichy,Mahasagar Travels,Electric Bus,40,18,20:30:00,02:30:00,6,1380.0,2026-02-07,4.2,True,True,True,True,True
2572,NON-2572,Chennai,Trichy,Kerala RTC,Non-AC Sleeper,40,28,22:30:00,04:30:00,6,1121.25,2026-02-07,3.9,True,True,True,True,False
2573,AC -2573,Chennai,Trichy,GSRTC,AC Semi-Sleeper,40,35,19:00:00,01:00:00,6,1125.0,2026-02-07,3.9,False,True,True,True,False
2574,AC -2574,Chennai,Trichy,Parveen Travels,AC Semi-Sleeper,40,23,10:00:00,16:00:00,6,1125.0,2026-02-07,4.0,False,True,True,True,False
2575,AC -2575,Chennai,Trichy,OSRTC,AC Sleeper,35,10,09:00:00,15:00:00,6,1350.0,2026-02-07,4.1,False,True,True,True,False
2576,AC -2576,Chennai,Salem,TNSTC,AC Sleeper,35,5,08:00:00,14:00:00,6,1462.5,2026-02-07,4.1,False,True,True,True,False
2577,NON-2577,Chennai,Salem,SR Travels,Non-AC Seater,50,10,20:30:00,02:30:00,6,934.37,2026-02-07,3.9,True,True,True,False,False
2578,AC -2578,Chennai,Salem,Parveen Travels,AC Seater,45,15,18:00:00,00:00:00,6,1137.5,2026-02-07,4.0,False,True,True,True,True
2579,MUL-2579,Chennai,Salem,Shrinath Travels,Multi-Axle Volvo,43,26,04:00:00,10:00:00,6,2055.63,2026-02-07,4.4,True,True,True,False,True
2580,ELE-2580,Chennai,Salem,KSRTC,Electric Bus,40,13,22:00:00,04:00:00,6,1495.0,2026-02-07,4.2,True,True,True,True,False
2581,AC -2581,Chennai,Salem,OSRTC,AC Semi-Sleeper,40,12,06:30:00,12:30:00,6,1218.75,2026-02-07,3.9,False,True,True,True,False
2582,AC -2582,Chennai,Pondicherry,Kallada Travels,AC Semi-Sleeper,40,1,16:00:00,19:00:00,3,656.25,2026-02-07,4.4,False,True,True,False,True
2583,AC -2583,Chennai,Pondicherry,APSRTC,AC Seater,45,23,19:00:00,22:00:00,3,612.5,2026-02-07,3.8,False,True,True,True,False
2584,ELE-2584,Chennai,Pondicherry,Mahasagar Travels,Electric Bus,40,22,21:30:00,00:30:00,3,805.0,2026-02-07,4.2,True,True,True,True,True
2585,MUL-2585,Chennai,Pondicherry,Kerala RTC,Multi-Axle Volvo,43,33,20:00:00,23:00:00,3,1106.88,2026-02-07,4.2,True,True,True,True,False
2586,AC -2586,Chennai,Pondicherry,TNSTC,AC Seater,45,7,17:00:00,20:00:00,3,612.5,2026-02-07,4.0,False,True,True,True,False
2587,VOL-2587,Chennai,Pondicherry,TNSTC,Volvo AC,40,22,11:30:00,14:30:00,3,875.0,2026-02-07,4.3,False,True,True,True,False
2588,MUL-2588,Chennai,Pondicherry,APSRTC,Multi-Axle Volvo,43,7,13:00:00,16:00:00,3,962.5,2026-02-07,4.2,False,True,True,True,False
2589,AC -2589,Chennai,Pondicherry,UPSRTC,AC Sleeper,35,34,23:30:00,02:30:00,3,905.62,2026-02-07,4.1,True,True,True,False,False
2590,AC -2590,Chennai,Pondicherry,SRS Travels,AC Sleeper,35,35,08:00:00,11:00:00,3,787.5,2026-02-07,4.2,False,True,True,True,True
2591,NON-2591,Chennai,Bangalore,SETC,Non-AC Seater,50,26,14:00:00,21:00:00,7,1187.5,2026-02-07,3.7,False,True,True,True,False
2592,AC -2592,Chennai,Bangalore,KSRTC,AC Sleeper,35,26,21:00:00,04:00:00,7,2458.12,2026-02-07,4.1,True,True,True,True,False
2593,AC -2593,Chennai,Bangalore,HRTC,AC Seater,45,18,05:00:00,12:00:00,7,1911.87,2026-02-07,3.8,True,True,True,False,False
2594,AC -2594,Chennai,Bangalore,OSRTC,AC Semi-Sleeper,40,13,09:30:00,16:30:00,7,1781.25,2026-02-07,4.0,False,True,True,True,False
2595,NON-2595,Chennai,Bangalore,National Travels,Non-AC Sleeper,40,13,08:00:00,15:00:00,7,1543.75,2026-02-07,4.0,False,True,True,True,True
2596,AC -2596,Chennai,Bangalore,MSRTC,AC Seater,45,32,12:00:00,19:00:00,7,1662.5,2026-02-07,4.0,False,True,True,True,False
2597,AC -2597,Chennai,Bangalore,Neeta Travels,AC Seater,45,19,06:30:00,13:30:00,7,1662.5,2026-02-07,4.1,False,True,True,True,False
2598,NON-2598,Chennai,Bangalore,KSRTC,Non-AC Seater,50,32,20:00:00,03:00:00,7,1365.62,2026-02-07,3.9,True,True,True,True,False
2599,AC -2599,Chennai,Bangalore,Shrinath Travels,AC Sleeper,35,35,06:00:00,13:00:00,7,2137.5,2026-02-07,4.4,False,True,True,False,True
2600,AC -2600,Chennai,Tirupati,Konduskar Travels,AC Seater,45,8,07:30:00,11:00:00,3.5,612.5,2026-02-07,4.1,False,True,True,True,False
2601,MUL-2601,Chennai,Tirupati,HRTC,Multi-Axle Volvo,43,30,10:30:00,14:00:00,3.5,962.5,2026-02-07,4.1,False,True,True,True,False
2602,AC -2602,Chennai,Tirupati,GSRTC,AC Seater,45,18,20:30:00,00:00:00,3.5,704.37,2026-02-07,3.9,True,True,True,True,False
2603,AC -2603,Chennai,Tirupati,National Travels,AC Seater,45,3,04:00:00,07:30:00,3.5,704.37,2026-02-07,4.2,True,True,True,True,True
2604,AC -2604,Chennai,Tirupati,IntrCity SmartBus,AC Seater,45,8,07:00:00,10:30:00,3.5,612.5,2026-02-07,4.0,False,True,True,False,True
2605,ELE-2605,Chennai,Tirupati,Greenline Travels,Electric Bus,40,5,11:30:00,15:00:00,3.5,700.0,2026-02-07,4.5,False,True,True,False,True
2606,NON-2606,Chennai,Tirupati,SRS Travels,Non-AC Seater,50,43,05:30:00,09:00:00,3.5,503.12,2026-02-07,4.1,True,True,True,False,True
2607,VOL-2607,Chennai,Tirupati,KPN Travels,Volvo AC,40,23,14:00:00,17:30:00,3.5,875.0,2026-02-07,4.5,False,True,True,False,True
2608,NON-2608,Chennai,Vellore,Orange Travels,Non-AC Sleeper,40,27,10:30:00,13:30:00,3,487.5,2026-02-07,4.0,False,True,True,True,True
2609,AC -2609,Chennai,Vellore,Raj Travels,AC Sleeper,35,3,07:30:00,10:30:00,3,675.0,2026-02-07,4.4,False,True,True,True,True
2610,NON-2610,Chennai,Vellore,DTC,Non-AC Seater,50,9,19:00:00,22:00:00,3,375.0,2026-02-07,3.9,False,True,True,True,False
2611,AC -2611,Chennai,Vellore,IntrCity SmartBus,AC Semi-Sleeper,40,28,04:30:00,07:30:00,3,646.88,2026-02-07,4.1,True,True,True,True,True
2612,NON-2612,Chennai,Vellore,TNSTC,Non-AC Seater,50,6,17:00:00,20:00:00,3,375.0,2026-02-07,3.7,False,True,True,True,False
2613,AC -2613,Chennai,Vellore,SR Travels,AC Semi-Sleeper,40,8,10:00:00,13:00:00,3,562.5,2026-02-07,4.3,False,True,True,True,False
2614,AC -2614,Chennai,Vellore,Jabbar Travels,AC Seater,45,9,18:00:00,21:00:00,3,525.0,2026-02-07,4.2,False,True,True,False,True
2615,VOL-2615,Chennai,Vellore,SR Travels,Volvo AC,40,5,05:30:00,08:30:00,3,862.5,2026-02-07,4.5,True,True,True,True,True
2616,ELE-2616,Chennai,Vellore,Paulo Travels,Electric Bus,40,31,08:00:00,11:00:00,3,600.0,2026-02-07,4.3,False,True,True,True,True
2617,AC -2617,Kochi,Trivandrum,Jabbar Travels,AC Seater,45,36,08:30:00,13:30:00,5,787.5,2026-02-07,4.2,False,True,True,False,True
2618,MUL-2618,Kochi,Trivandrum,RSRTC,Multi-Axle Volvo,43,32,04:00:00,09:00:00,5,1423.12,2026-02-07,4.3,True,True,True,False,False
2619,AC -2619,Kochi,Trivandrum,KPN Travels,AC Semi-Sleeper,40,26,10:30:00,15:30:00,5,843.75,2026-02-07,4.2,False,True,True,True,True
2620,AC -2620,Kochi,Trivandrum,Parveen Travels,AC Seater,45,9,18:00:00,23:00:00,5,787.5,2026-02-07,4.2,False,True,True,True,False
2621,AC -2621,Kochi,Trivandrum,MSRTC,AC Seater,45,32,15:00:00,20:00:00,5,787.5,2026-02-07,3.9,False,True,True,False,False
2622,MUL-2622,Kochi,Trivandrum,KSRTC,Multi-Axle Volvo,43,41,12:00:00,17:00:00,5,1237.5,2026-02-07,4.1,False,True,True,True,False
2623,ELE-2623,Kochi,Trivandrum,KPN Travels,Electric Bus,40,40,05:00:00,10:00:00,5,1035.0,2026-02-07,4.2,True,True,True,True,True
2624,VOL-2624,Kochi,Trivandrum,SRS Travels,Volvo AC,40,8,07:30:00,12:30:00,5,1125.0,2026-02-07,4.3,False,True,True,True,True
2625,NON-2625,Kochi,Kozhikode,MSRTC,Non-AC Seater,50,45,15:00:00,19:00:00,4,437.5,2026-02-07,3.6,False,True,True,True,False
2626,MUL-2626,Kochi,Kozhikode,KSRTC,Multi-Axle Volvo,43,7,04:00:00,08:00:00,4,1106.88,2026-02-07,4.0,True,True,True,True,False
2627,MUL-2627,Kochi,Kozhikode,Kerala RTC,Multi-Axle Volvo,43,9,10:30:00,14:30:00,4,962.5,2026-02-07,4.3,False,True,True,True,False
2628,NON-2628,Kochi,Kozhikode,Shrinath Travels,Non-AC Sleeper,40,1,09:30:00,13:30:00,4,568.75,2026-02-07,4.1,False,True,True,True,True
2629,ELE-2629,Kochi,Kozhikode,Paulo Travels,Electric Bus,40,37,16:00:00,20:00:00,4,700.0,2026-02-07,4.4,False,True,True,False,False
2630,AC -2630,Kochi,Kozhikode,Goa RTC,AC Semi-Sleeper,40,29,09:00:00,13:00:00,4,656.25,2026-02-07,4.1,False,True,True,True,False
2631,AC -2631,Kochi,Kozhikode,Sharma Travels,AC Sleeper,35,7,22:30:00,02:30:00,4,905.62,2026-02-07,4.4,True,True,True,True,False
2632,VOL-2632,Kochi,Kozhikode,Goa RTC,Volvo AC,40,4,21:30:00,01:30:00,4,1006.25,2026-02-07,3.9,True,True,True,False,False
2633,MUL-2633,Kochi,Kozhikode,GSRTC,Multi-Axle Volvo,43,42,14:00:00,18:00:00,4,962.5,2026-02-07,4.2,False,True,True,True,False
2634,ELE-2634,Kochi,Bangalore,MSRTC,Electric Bus,40,9,11:30:00,22:30:00,11,2400.0,2026-02-07,4.0,False,True,True,False,False
2635,NON-2635,Kochi,Bangalore,TNSTC,Non-AC Sleeper,40,9,15:00:00,02:00:00,11,1950.0,2026-02-07,3.8,False,True,True,True,False
2636,NON-2636,Kochi,Bangalore,HRTC,Non-AC Sleeper,40,9,22:30:00,09:30:00,11,2242.5,2026-02-07,3.8,True,True,True,False,False
2637,VOL-2637,Kochi,Bangalore,SR Travels,Volvo AC,40,27,05:30:00,16:30:00,11,3450.0,2026-02-07,4.5,True,True,True,False,True
2638,ELE-2638,Kochi,Bangalore,Raj Travels,Electric Bus,40,28,19:00:00,06:00:00,11,2400.0,2026-02-07,4.2,False,True,True,True,True
2639,NON-2639,Kochi,Bangalore,APSRTC,Non-AC Seater,50,31,22:00:00,09:00:00,11,1725.0,2026-02-07,3.5,True,True,True,False,False
2640,AC -2640,Kochi,Bangalore,Kallada Travels,AC Seater,45,42,18:00:00,05:00:00,11,2100.0,2026-02-07,4.0,False,True,True,True,False
2641,NON-2641,Kochi,Bangalore,HRTC,Non-AC Sleeper,40,17,08:30:00,19:30:00,11,1950.0,2026-02-07,4.0,False,True,True,True,False
2642,VOL-2642,Kochi,Coimbatore,TNSTC,Volvo AC,40,3,09:30:00,13:30:00,4,875.0,2026-02-07,4.1,False,True,True,False,False
2643,NON-2643,Kochi,Coimbatore,Orange Travels,Non-AC Sleeper,40,28,04:00:00,08:00:00,4,654.06,2026-02-07,4.0,True,True,True,False,True
2644,VOL-2644,Kochi,Coimbatore,TNSTC,Volvo AC,40,9,15:00:00,19:00:00,4,875.0,2026-02-07,4.3,False,True,True,True,False
2645,AC -2645,Kochi,Coimbatore,KPN Travels,AC Semi-Sleeper,40,26,22:30:00,02:30:00,4,754.69,2026-02-07,4.3,True,True,True,True,True
2646,NON-2646,Kochi,Coimbatore,SETC,Non-AC Sleeper,40,2,05:00:00,09:00:00,4,654.06,2026-02-07,3.7,True,True,True,True,False
2647,VOL-2647,Kochi,Coimbatore,UPSRTC,Volvo AC,40,30,11:30:00,15:30:00,4,875.0,2026-02-07,4.3,False,True,True,True,False
2648,AC -2648,Kochi,Coimbatore,DTC,AC Seater,45,25,18:00:00,22:00:00,4,612.5,2026-02-07,4.0,False,True,True,True,False
2649,VOL-2649,Kochi,Coimbatore,GSRTC,Volvo AC,40,27,21:30:00,01:30:00,4,1006.25,2026-02-07,4.0,True,True,True,False,False
2650,AC -2650,Kochi,Coimbatore,National Travels,AC Sleeper,35,20,05:30:00,09:30:00,4,905.62,2026-02-07,4.2,True,True,True,False,True
2651,MUL-2651,Trivandrum,Kanyakumari,VRL Travels,Multi-Axle Volvo,43,11,13:00:00,15:30:00,2.5,687.5,2026-02-07,4.5,False,True,True,True,False
2652,VOL-2652,Trivandrum,Kanyakumari,Jabbar Travels,Volvo AC,40,31,07:00:00,09:30:00,2.5,625.0,2026-02-07,4.3,False,True,True,True,True
2653,VOL-2653,Trivandrum,Kanyakumari,Jabbar Travels,Volvo AC,40,15,06:00:00,08:30:00,2.5,625.0,2026-02-07,4.4,False,True,True,True,True
